oid,TableID,ParentTableID,ChildTableID,Name,UserName,ParentTableName,ParentTableUserName,ChildTableName,ChildTableUsername,Description,Namespace,DateCreated,DateModified,IsDeleted,Author
24a3c041-3796-43a0-ac41-006eb3d3d911,24a3c041-3796-43a0-ac41-006eb3d3d911,00000000-0000-0000-0000-000000000000,,SMProfileMarkingLapConnection2,,,,,,,UDP,Nov  5 2013  8:33PM,Nov  5 2013  8:33PM,False,INGRNET\sp3dadminuser1
3b6753ff-9088-448e-b217-007cf3e4f664,3b6753ff-9088-448e-b217-007cf3e4f664,00000000-0000-0000-0000-000000000000,,hsSmartShapeType,,,,,,,UDP,Aug 25 2011  9:58PM,Jul 23 2013  7:17PM,False,INGRNET\sp3dadminuser1
be56efb0-c585-4dea-bb01-00a79c5e38c6,be56efb0-c585-4dea-bb01-00a79c5e38c6,00000000-0000-0000-0000-000000000000,,WebFrameAtOffset_Direction_1Val,,,,,,,UDP,Nov  5 2013  8:18PM,Nov  5 2013  8:18PM,False,INGRNET\sp3dadminuser1
681a19d6-b95a-4bc4-8626-00a7c6a62a6f,681a19d6-b95a-4bc4-8626-00a7c6a62a6f,00000000-0000-0000-0000-000000000000,,Instrument Dimensional Group,,,,,,,EF,,,False,
1449f00c-db97-11d6-a551-00b0d021e10a,1449f00c-db97-11d6-a551-00b0d021e10a,1449ddf5-db97-11d6-a551-00b0d021e10a,1449f030-db97-11d6-a551-00b0d021e10a,InstrumentTypes2,,Instrument process function,,InstrumentTypes3,,,EF,,,False,
1449df17-db97-11d6-a551-00b0d021e10a,1449df17-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Steamout requirement,,,,,,,EF,,,False,
1449df19-db97-11d6-a551-00b0d021e10a,1449df19-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Design Responsibilities,,,,,,,EF,,,False,
1449df1b-db97-11d6-a551-00b0d021e10a,1449df1b-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449f1ec-db97-11d6-a551-00b0d021e10a,Piping component type,,,,PipingComponentTypes2,,,EF,,,False,
1449e021-db97-11d6-a551-00b0d021e10a,1449e021-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Flow direction,,,,,,,EF,,,False,
1449e023-db97-11d6-a551-00b0d021e10a,1449e023-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Piping connector type,,,,,,,EF,,,False,
1449f030-db97-11d6-a551-00b0d021e10a,1449f030-db97-11d6-a551-00b0d021e10a,1449f00c-db97-11d6-a551-00b0d021e10a,,InstrumentTypes3,,InstrumentTypes2,,,,,EF,,,False,
1449f235-db97-11d6-a551-00b0d021e10a,1449f235-db97-11d6-a551-00b0d021e10a,1449f1ec-db97-11d6-a551-00b0d021e10a,,PipingComponentTypes3,,PipingComponentTypes2,,,,,EF,,,False,
1449f53b-db97-11d6-a551-00b0d021e10a,1449f53b-db97-11d6-a551-00b0d021e10a,1449f588-db97-11d6-a551-00b0d021e10a,,PipingEndPreps3,,PipingEndPreps2,,,,,EF,,,False,
1449de49-db97-11d6-a551-00b0d021e10a,1449de49-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Insulation Thickness Sources,,,,,,,EF,,,False,
1449de4b-db97-11d6-a551-00b0d021e10a,1449de4b-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Insulation Composite Material,,,,,,,EF,,,False,
1449de51-db97-11d6-a551-00b0d021e10a,1449de51-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449f05b-db97-11d6-a551-00b0d021e10a,Insulation Purpose (Top-level),,,,InsulPurposes2,,,EF,,,False,
1449e057-db97-11d6-a551-00b0d021e10a,1449e057-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Material bulk-phase,,,,,,,EF,,,False,
1449f05b-db97-11d6-a551-00b0d021e10a,1449f05b-db97-11d6-a551-00b0d021e10a,1449de51-db97-11d6-a551-00b0d021e10a,1449f068-db97-11d6-a551-00b0d021e10a,InsulPurposes2,,Insulation Purpose (Top-level),,InsulPurposes3,,,EF,,,False,
1449e05d-db97-11d6-a551-00b0d021e10a,1449e05d-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Toxicity Classification,,,,,,,EF,,,False,
1449e063-db97-11d6-a551-00b0d021e10a,1449e063-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449f588-db97-11d6-a551-00b0d021e10a,Piping End Preparations,,,,PipingEndPreps2,,,EF,,,False,
1449f068-db97-11d6-a551-00b0d021e10a,1449f068-db97-11d6-a551-00b0d021e10a,1449f05b-db97-11d6-a551-00b0d021e10a,,InsulPurposes3,,InsulPurposes2,,,,,EF,,,False,
1449de73-db97-11d6-a551-00b0d021e10a,1449de73-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449f07f-db97-11d6-a551-00b0d021e10a,Schedule or Thickness Practices,,,,ScheduleThicknesses2,,,EF,,,False,
1449f07f-db97-11d6-a551-00b0d021e10a,1449f07f-db97-11d6-a551-00b0d021e10a,1449de73-db97-11d6-a551-00b0d021e10a,,ScheduleThicknesses2,,Schedule or Thickness Practices,,,,,EF,,,False,
1449f588-db97-11d6-a551-00b0d021e10a,1449f588-db97-11d6-a551-00b0d021e10a,1449e063-db97-11d6-a551-00b0d021e10a,1449f53b-db97-11d6-a551-00b0d021e10a,PipingEndPreps2,,Piping End Preparations,,PipingEndPreps3,,,EF,,,False,
1449e093-db97-11d6-a551-00b0d021e10a,1449e093-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449f59d-db97-11d6-a551-00b0d021e10a,Piping End Standards,,,,PipingEndStds2,,,EF,,,False,
1449dd99-db97-11d6-a551-00b0d021e10a,1449dd99-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449efa5-db97-11d6-a551-00b0d021e10a,Construction state,,,,ConstructStati2,,,EF,,,False,
1449de9b-db97-11d6-a551-00b0d021e10a,1449de9b-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,23e50dc7-57d2-4bfc-9417-6e9d54bc53c7,Fluid service category,,,,FluidServiceCategories2,,,EF,,,False,
1449de9d-db97-11d6-a551-00b0d021e10a,1449de9d-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Cleaning responsibility,,,,,,,EF,,,False,
1449f59d-db97-11d6-a551-00b0d021e10a,1449f59d-db97-11d6-a551-00b0d021e10a,1449e093-db97-11d6-a551-00b0d021e10a,,PipingEndStds2,,Piping End Standards,,,,,EF,,,False,
1449de9f-db97-11d6-a551-00b0d021e10a,1449de9f-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Cleaning Requirement,,,,,,,EF,,,False,
1449dda1-db97-11d6-a551-00b0d021e10a,1449dda1-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449efe5-db97-11d6-a551-00b0d021e10a,Document category,,,,DocTypes,,,EF,,,False,
1449dea1-db97-11d6-a551-00b0d021e10a,1449dea1-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Requisition responsibility,,,,,,,EF,,,False,
1449dea3-db97-11d6-a551-00b0d021e10a,1449dea3-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,37fdb9aa-613c-4c51-8226-d93b018025a2,Coating requirement,,,,CoatingReq2,,,EF,,,False,
1449dea5-db97-11d6-a551-00b0d021e10a,1449dea5-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Supply responsibilities,,,,,,,EF,,,False,
1449efa5-db97-11d6-a551-00b0d021e10a,1449efa5-db97-11d6-a551-00b0d021e10a,1449dd99-db97-11d6-a551-00b0d021e10a,,ConstructStati2,,Construction state,,,,,EF,,,False,
1449dea7-db97-11d6-a551-00b0d021e10a,1449dea7-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449f0f0-db97-11d6-a551-00b0d021e10a,Pressure Ratings,,,,PressureRatings2,,,EF,,,False,
1449efb4-db97-11d6-a551-00b0d021e10a,1449efb4-db97-11d6-a551-00b0d021e10a,1449efe5-db97-11d6-a551-00b0d021e10a,,DocSubtypes,,DocTypes,,,,,EF,,,False,
1449dec9-db97-11d6-a551-00b0d021e10a,1449dec9-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Nozzle position,,,,,,,EF,,,False,
1449e0d1-db97-11d6-a551-00b0d021e10a,1449e0d1-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449e0d3-db97-11d6-a551-00b0d021e10a,Fluid system,,,,FluidCodes,,,EF,,,False,
1449e0d3-db97-11d6-a551-00b0d021e10a,1449e0d3-db97-11d6-a551-00b0d021e10a,1449e0d1-db97-11d6-a551-00b0d021e10a,,FluidCodes,,Fluid system,,,,,EF,,,False,
1449efe5-db97-11d6-a551-00b0d021e10a,1449efe5-db97-11d6-a551-00b0d021e10a,1449dda1-db97-11d6-a551-00b0d021e10a,1449efb4-db97-11d6-a551-00b0d021e10a,DocTypes,,Document category,,DocSubtypes,,,EF,,,False,
1449dde7-db97-11d6-a551-00b0d021e10a,1449dde7-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Yes/No,,,,,,,EF,,,False,
1449f2e9-db97-11d6-a551-00b0d021e10a,1449f2e9-db97-11d6-a551-00b0d021e10a,1449dff1-db97-11d6-a551-00b0d021e10a,,PipingCommodOptions2,,Piping commodity option,,,,,EF,,,False,
1449f1ec-db97-11d6-a551-00b0d021e10a,1449f1ec-db97-11d6-a551-00b0d021e10a,1449df1b-db97-11d6-a551-00b0d021e10a,1449f235-db97-11d6-a551-00b0d021e10a,PipingComponentTypes2,,Piping component type,,PipingComponentTypes3,,,EF,,,False,
1449f0f0-db97-11d6-a551-00b0d021e10a,1449f0f0-db97-11d6-a551-00b0d021e10a,1449dea7-db97-11d6-a551-00b0d021e10a,,PressureRatings2,,Pressure Ratings,,,,,EF,,,False,
1449ddf1-db97-11d6-a551-00b0d021e10a,1449ddf1-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,2bc1ddf3-0ee8-4b8c-a5fe-696c2d2173d0,Heat Tracing Requirement,,,,HTraceRqmts2,,,EF,,,False,
1449dff1-db97-11d6-a551-00b0d021e10a,1449dff1-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449f2e9-db97-11d6-a551-00b0d021e10a,Piping commodity option,,,,PipingCommodOptions2,,,EF,,,False,
1449ddf3-db97-11d6-a551-00b0d021e10a,1449ddf3-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Instrument Locations,,,,,,,EF,,,False,
1449dff3-db97-11d6-a551-00b0d021e10a,1449dff3-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Commodity specialty type,,,,,,,EF,,,False,
1449ddf5-db97-11d6-a551-00b0d021e10a,1449ddf5-db97-11d6-a551-00b0d021e10a,00000000-0000-0000-0000-000000000000,1449f00c-db97-11d6-a551-00b0d021e10a,Instrument process function,,,,InstrumentTypes2,,,EF,,,False,
5b01cda4-f369-11d6-a553-00b0d021e10a,5b01cda4-f369-11d6-a553-00b0d021e10a,00000000-0000-0000-0000-000000000000,,Relief Device Orifice Letter Designation,,,,,,,EF,,,False,
9c74e6d1-6ad1-4090-bd54-00e2233f453f,9c74e6d1-6ad1-4090-bd54-00e2233f453f,00000000-0000-0000-0000-000000000000,,CompartTightness,,,,,,,CMPART,,,False,
1a9a6fc1-145b-4f39-a98f-00f31e3db5ac,1a9a6fc1-145b-4f39-a98f-00f31e3db5ac,00000000-0000-0000-0000-000000000000,,SMCopyStructInnerSeamMarks,,,,,,,UDP,Nov  5 2013  8:33PM,Nov  5 2013  8:33PM,False,INGRNET\sp3dadminuser1
f87205b7-260e-40dc-9a4d-0108fd7e3453,f87205b7-260e-40dc-9a4d-0108fd7e3453,00000000-0000-0000-0000-000000000000,,StructCoordSysReference,,,,,,,UDP,Dec 18 2008  3:22PM,Jul 23 2013  6:34PM,False,INGRNET\sp3dadminuser1
916ee517-861a-4e3d-b105-018d67045148,916ee517-861a-4e3d-b105-018d67045148,00000000-0000-0000-0000-000000000000,,CurveExtend_ExtensionModeVal,,,,,,,UDP,Aug 25 2011 10:23PM,Aug 25 2011 10:23PM,False,INGRNET\sp3dadminuser1
715de156-52a2-4da6-8ba8-01b249f97e24,715de156-52a2-4da6-8ba8-01b249f97e24,00000000-0000-0000-0000-000000000000,,LineOrientate_Errors,,,,,,,UDP,Dec 18 2008  3:46PM,Dec 18 2008  3:46PM,False,INGRNET\SP3DTEST
58622d98-fb08-4dc9-8e2e-02113a872771,58622d98-fb08-4dc9-8e2e-02113a872771,00000000-0000-0000-0000-000000000000,,LineByPointAngleLength_AxesRolesVal,,,,,,,UDP,Aug 25 2011 10:23PM,Aug 25 2011 10:23PM,False,INGRNET\sp3dadminuser1
80cec099-9178-4854-aeb4-023a2c5e80d6,80cec099-9178-4854-aeb4-023a2c5e80d6,00000000-0000-0000-0000-000000000000,,HVACCrosssectionOverrideOpt,,,,,,,REFDAT,,,False,
3b3dc21a-ea9f-4bea-a7e7-0275d3cecb87,3b3dc21a-ea9f-4bea-a7e7-0275d3cecb87,00000000-0000-0000-0000-000000000000,,StructContinuity,,,,,,,CMNSCH,,,False,
3a4ff260-92dd-44bc-be06-028af0206de7,3a4ff260-92dd-44bc-be06-028af0206de7,00000000-0000-0000-0000-000000000000,,SMTabBevelMarking,,,,,,,STRMFG,,,False,
6a1772b2-0634-4770-a83a-029a444e9425,6a1772b2-0634-4770-a83a-029a444e9425,00000000-0000-0000-0000-000000000000,,hsRodEndType,,,,,,,UDP,Aug 25 2011  9:58PM,Jul 23 2013  7:17PM,False,INGRNET\sp3dadminuser1
10b8071b-d8eb-4bea-baba-02b45b6cc76f,10b8071b-d8eb-4bea-baba-02b45b6cc76f,00000000-0000-0000-0000-000000000000,,SMTemplateMarkingTubeCustomMark,,,,,,,UDP,Nov  5 2013  8:33PM,Nov  5 2013  8:33PM,False,INGRNET\sp3dadminuser1
b47dba32-8007-462c-bf40-02b7af3d9d76,b47dba32-8007-462c-bf40-02b7af3d9d76,00000000-0000-0000-0000-000000000000,,Installation Responsibility,,,,,,,EF,,,False,
278dd62b-e3ad-433d-9ccd-02cc603932b8,278dd62b-e3ad-433d-9ccd-02cc603932b8,00000000-0000-0000-0000-000000000000,,StrDetFeatureMsgs,,,,,,,STRUCT,,,False,
e27d2cbc-f0b9-4b68-8a1f-02ed177d6bf2,e27d2cbc-f0b9-4b68-8a1f-02ed177d6bf2,00000000-0000-0000-0000-000000000000,,Cable Signal types,,,,,,,EF,,,False,
d9fb19a1-0951-470c-97e1-02ef5a6fd66a,d9fb19a1-0951-470c-97e1-02ef5a6fd66a,00000000-0000-0000-0000-000000000000,,RevisionHistoryNotesOption,,,,,,,REFDAT,,,False,
375d15a3-8bfb-453e-9ae5-03073bc6e4e8,375d15a3-8bfb-453e-9ae5-03073bc6e4e8,00000000-0000-0000-0000-000000000000,,GsktSlnForMismatchBltdEndsOpt,,,,,,,REFDAT,,,False,
d94ad244-89bd-4b54-ad42-031c0fee4161,d94ad244-89bd-4b54-ad42-031c0fee4161,00000000-0000-0000-0000-000000000000,,Polarity,,,,,,,EF,,,False,
1f9d7d18-b5be-45b2-a6ff-035ccd923b15,1f9d7d18-b5be-45b2-a6ff-035ccd923b15,00000000-0000-0000-0000-000000000000,,SMPlateProcessCutMarkControl,,,,,,,UDP,Nov  5 2013  8:33PM,Nov  5 2013  8:33PM,False,INGRNET\sp3dadminuser1
095d88db-98f9-4759-a77c-03696cf17ab6,095d88db-98f9-4759-a77c-03696cf17ab6,00000000-0000-0000-0000-000000000000,,AO3SupportOpening_ShapeVal,,,,,,,UDP,Nov  5 2013  8:18PM,Nov  5 2013  8:18PM,False,INGRNET\sp3dadminuser1
840953e0-c31a-4955-8788-03acdc78d71f,840953e0-c31a-4955-8788-03acdc78d71f,00000000-0000-0000-0000-000000000000,,SMCopyStructBracketMarks,,,,,,,UDP,Nov  5 2013  8:33PM,Nov  5 2013  8:33PM,False,INGRNET\sp3dadminuser1
d2644499-99f3-4753-b39d-03e022683c04,d2644499-99f3-4753-b39d-03e022683c04,61b53cf8-96e0-4dc0-aded-c70f5970cf94,,ValveOperatorClass2,,Valve Operator Class,,,,,EF,,,False,
3051576b-e438-4861-b0b5-0400d265f24e,3051576b-e438-4861-b0b5-0400d265f24e,00000000-0000-0000-0000-000000000000,,WebFrameAtOffset_Side_2Val,,,,,,,UDP,Nov  5 2013  8:18PM,Nov  5 2013  8:18PM,False,INGRNET\sp3dadminuser1
d28c9345-3930-45b7-b5af-044ea6036af7,d28c9345-3930-45b7-b5af-044ea6036af7,00000000-0000-0000-0000-000000000000,,HngSupCommand,,,,,,,CMNSCH,,,False,
e7247709-d7a8-4df0-83ed-04846f48f18d,e7247709-d7a8-4df0-83ed-04846f48f18d,00000000-0000-0000-0000-000000000000,,ErrorsSlabLayerToCatalog,,,,,,,SPSTR,,,False,
e20822bd-25a9-49bf-84f9-04b9eed1321c,e20822bd-25a9-49bf-84f9-04b9eed1321c,00000000-0000-0000-0000-000000000000,,LineFromCrossSection_EdgeSelectorVal,,,,,,,UDP,Dec 18 2008  3:46PM,Dec 18 2008  3:46PM,False,INGRNET\SP3DTEST
7fd9a544-0659-4eeb-8647-04c019ef7802,7fd9a544-0659-4eeb-8647-04c019ef7802,9208e254-a3f3-4db8-af8e-890044519bfb,,ShortCodeHierarchyType,,ShortCodeHierarchyClass,,,,,REFDAT,,,False,
ab3cfa82-ea8f-44ee-bc8e-04ccf2e5bf02,ab3cfa82-ea8f-44ee-bc8e-04ccf2e5bf02,00000000-0000-0000-0000-000000000000,,WebFrameAtOffset_FaceReference_1Val,,,,,,,UDP,Nov  5 2013  8:18PM,Nov  5 2013  8:18PM,False,INGRNET\sp3dadminuser1
97fb7f1f-5744-4fb0-9a40-052468cfc770,97fb7f1f-5744-4fb0-9a40-052468cfc770,00000000-0000-0000-0000-000000000000,,WebFrameAtOffset_CategoryVal,,,,,,,UDP,Nov  5 2013  8:18PM,Nov  5 2013  8:18PM,False,INGRNET\sp3dadminuser1
97ed83db-208b-4d4e-a2d5-053b47d64976,97ed83db-208b-4d4e-a2d5-053b47d64976,00000000-0000-0000-0000-000000000000,,JustificationType,,,,,,,CMNSCH,,,False,
6975eb99-5a65-42d8-a35b-05699d53faf3,6975eb99-5a65-42d8-a35b-05699d53faf3,00000000-0000-0000-0000-000000000000,,hsCornerShape,,,,,,,UDP,Aug 25 2011  9:58PM,Jul 23 2013  7:17PM,False,INGRNET\sp3dadminuser1
66f9f5c7-76df-4fd4-a3cf-057136181ecd,66f9f5c7-76df-4fd4-a3cf-057136181ecd,00000000-0000-0000-0000-000000000000,55c42264-078a-4509-a29c-e411eed05c1a,Geometric Industry Standard,,,,GeometricIndustryStandards2,,,EF,,,False,
9e771645-9cff-4cb8-a6c6-059f5d57c6e7,9e771645-9cff-4cb8-a6c6-059f5d57c6e7,00000000-0000-0000-0000-000000000000,,StructFootingToDoMessages,,,,,,,UDP,Dec 18 2008  3:38PM,Jul 23 2013  7:17PM,False,INGRNET\sp3dadminuser1
6d74e9db-51bf-4717-8599-05e7d3af3afa,6d74e9db-51bf-4717-8599-05e7d3af3afa,00000000-0000-0000-0000-000000000000,,ThreeRSuspCarryIdlerOp,,,,,,,UDP,Nov  5 2013  9:01PM,Nov  5 2013  9:01PM,False,INGRNET\sp3dadminuser1
4ccfef03-775b-4f09-ba19-06014ea7e82a,4ccfef03-775b-4f09-ba19-06014ea7e82a,00000000-0000-0000-0000-000000000000,,BoltRequisitionClassification,,,,,,,REFDAT,,,False,
0c05f7b9-cbae-467a-a290-0622a507be81,0c05f7b9-cbae-467a-a290-0622a507be81,00000000-0000-0000-0000-000000000000,,FaceFromSurface_TrackFlagVal,,,,,,,UDP,Aug 25 2011 10:23PM,Aug 25 2011 10:23PM,False,INGRNET\sp3dadminuser1
8a8887c5-98f6-48f7-934c-065dba287910,8a8887c5-98f6-48f7-934c-065dba287910,00000000-0000-0000-0000-000000000000,,hsConstantSuspension,,,,,,,UDP,Aug 25 2011  9:58PM,Jul 23 2013  7:17PM,False,INGRNET\sp3dadminuser1
24bf7a57-dcd5-4871-8be5-06776592e6bc,24bf7a57-dcd5-4871-8be5-06776592e6bc,00000000-0000-0000-0000-000000000000,,ShipStructSystemFactoryMsgs,,,,,,,STRUCT,,,False,
d47d627b-6ec9-4c84-aa32-067de0025f91,d47d627b-6ec9-4c84-aa32-067de0025f91,00000000-0000-0000-0000-000000000000,,StructBUToDoMessages,,,,,,,UDP,Nov  5 2013  8:16PM,Nov  5 2013  8:16PM,False,INGRNET\sp3dadminuser1
6cda7442-2cc8-4209-b40a-06b53fd030c1,6cda7442-2cc8-4209-b40a-06b53fd030c1,00000000-0000-0000-0000-000000000000,,CollarCategory,,,,,,,UDP,Nov  5 2013  8:16PM,Nov  5 2013  8:16PM,False,INGRNET\sp3dadminuser1
1d1bcb52-d9c4-48ad-b3d3-06b8faf901b3,1d1bcb52-d9c4-48ad-b3d3-06b8faf901b3,289fee3b-820d-4db8-adb8-adc4aa848d23,,SpacelItemPurpose,,SpaceItemType,,,,,UDP,Nov  5 2013  8:33PM,Nov  5 2013  8:33PM,False,INGRNET\sp3dadminuser1
573b65f4-3974-4820-b882-06d88575bdb2,573b65f4-3974-4820-b882-06d88575bdb2,00000000-0000-0000-0000-000000000000,,CShipMsgs,,,,,,,COMSHIP,,,False,
111326c2-a3b5-4e3f-a36b-06fa9d5e4e5b,111326c2-a3b5-4e3f-a36b-06fa9d5e4e5b,00000000-0000-0000-0000-000000000000,,ProcessPurpose,,,,,,,PLANNG,,,False,
a4d33ba8-a9df-4587-91c2-070392bd0ff9,a4d33ba8-a9df-4587-91c2-070392bd0ff9,00000000-0000-0000-0000-000000000000,,CurveAtOffset_Errors,,,,,,,UDP,Aug 25 2011 10:23PM,Aug 25 2011 10:23PM,False,INGRNET\sp3dadminuser1
12f16a01-c413-46cb-a0af-070ad20a3f19,12f16a01-c413-46cb-a0af-070ad20a3f19,00000000-0000-0000-0000-000000000000,,ChamferMeasurementCodeList,,,,,,,UDP,Nov  5 2013  8:16PM,Nov  5 2013  8:16PM,False,INGRNET\sp3dadminuser1
2ae46435-246e-4561-a8b1-07555288c1b0,2ae46435-246e-4561-a8b1-07555288c1b0,ede76d84-a074-420b-90d1-605c89610f30,,ValveTrim,,ValveTrimPractice,,,,,REFDAT,,,False,
06f8d31a-9562-4938-a2e4-0787c19973cf,06f8d31a-9562-4938-a2e4-0787c19973cf,00000000-0000-0000-0000-000000000000,,hsSteelTeeConnection,,,,,,,UDP,May 25 2012  5:12AM,Jul 23 2013  7:17PM,False,INGRNET\sp3dadminuser1
ef8c53de-6d5e-4fb5-854f-07bb9434004a,ef8c53de-6d5e-4fb5-854f-07bb9434004a,632cebd3-a0cd-4628-90e9-33d583c64a72,,ProcessEqCompTypes4,,ProcessEqCompTypes3,,,,,EF,,,False,
f9d55898-a0ed-460f-bf51-07bbc1ef4178,f9d55898-a0ed-460f-bf51-07bbc1ef4178,00000000-0000-0000-0000-000000000000,,SpaceAdjacencyGeometryType,,,,,,,UDP,Nov  5 2013  8:33PM,Nov  5 2013  8:33PM,False,INGRNET\sp3dadminuser1
9cb1d3d0-e6a6-4220-aaef-07befe187f52,9cb1d3d0-e6a6-4220-aaef-07befe187f52,00000000-0000-0000-0000-000000000000,,hsClevisTopShape,,,,,,,UDP,Aug 25 2011  9:58PM,Jul 23 2013  7:17PM,False,INGRNET\sp3dadminuser1
18116071-83c9-427f-ac62-07e160a703c6,18116071-83c9-427f-ac62-07e160a703c6,00000000-0000-0000-0000-000000000000,,InsideCornerCol,,,,,,,UDP,Nov  5 2013  8:16PM,Nov  5 2013  8:16PM,False,INGRNET\sp3dadminuser1
568ddb82-df8c-4171-9cb9-0804f62c5763,568ddb82-df8c-4171-9cb9-0804f62c5763,00000000-0000-0000-0000-000000000000,,EccentricOffsetBasis,,,,,,,REFDAT,,,False,
b3052a6f-5b04-45e9-891f-081b829f3c6d,b3052a6f-5b04-45e9-891f-081b829f3c6d,00000000-0000-0000-0000-000000000000,,StructWallBoundaryType,,,,,,,UDP,Dec 18 2008  3:22PM,Jul 23 2013  6:34PM,False,INGRNET\sp3dadminuser1
ddc5e22c-9bf0-4537-b964-0875178d1504,ddc5e22c-9bf0-4537-b964-0875178d1504,00000000-0000-0000-0000-000000000000,,CmdExportToXML_Errors,,,,,,,UDP,Aug 25 2011 10:12PM,Aug 25 2011 10:12PM,False,INGRNET\sp3dadminuser1
e8edcfe9-c820-4be9-9ac3-0898c51ae5bd,e8edcfe9-c820-4be9-9ac3-0898c51ae5bd,aab45527-67f1-46c1-b8e8-d4d915ab5796,,InsulationPurpose,,InsulationType,,,,,CMNSCH,,,False,
804f81c4-0bd1-45f4-a98e-089a659d57a3,804f81c4-0bd1-45f4-a98e-089a659d57a3,00000000-0000-0000-0000-000000000000,,StructuralMemberPriority,,,,,,,CMNSCH,,,False,
01d524b8-8639-43c6-bd51-08a44800ff60,01d524b8-8639-43c6-bd51-08a44800ff60,1427d53f-60a3-4048-877c-6b4c1a50fb18,,EndPreparation,,TerminationSubClass,,,,,CMNSCH,,,False,
49d7002d-7a43-45d5-b3f5-08c3ab52a8bb,49d7002d-7a43-45d5-b3f5-08c3ab52a8bb,00000000-0000-0000-0000-000000000000,,ShapeAtEdgeOverlapCol,,,,,,,UDP,Nov  5 2013  8:16PM,Nov  5 2013  8:16PM,False,INGRNET\sp3dadminuser1
8ca3569b-9b35-46ea-9c5a-08dcddf369fe,8ca3569b-9b35-46ea-9c5a-08dcddf369fe,00000000-0000-0000-0000-000000000000,,Rotation Viewed From Drive End,,,,,,,EF,,,False,
c3cbf25d-3d38-4aa1-928a-08f75bf9a77a,c3cbf25d-3d38-4aa1-928a-08f75bf9a77a,00000000-0000-0000-0000-000000000000,,SMTemplateProcessProfileExtn,,,,,,,UDP,Nov  5 2013  8:33PM,Nov  5 2013  8:33PM,False,INGRNET\sp3dadminuser1
59db6c1b-8bf1-444a-ba5f-092fa5fb5515,59db6c1b-8bf1-444a-ba5f-092fa5fb5515,00000000-0000-0000-0000-000000000000,,CurveExtractPartial_ConstructionSurfaceVal,,,,,,,UDP,Aug 25 2011 10:23PM,Aug 25 2011 10:23PM,False,INGRNET\sp3dadminuser1
14961708-9be5-4a4a-b0fc-09646abdd9b2,14961708-9be5-4a4a-b0fc-09646abdd9b2,00000000-0000-0000-0000-000000000000,,IcarusThirdColumn,,,,,,,UDP,Dec 18 2008  3:15PM,Jul 23 2013  6:19PM,False,INGRNET\sp3dadminuser1
958ea197-d5f2-4ba7-b009-096f93111ade,958ea197-d5f2-4ba7-b009-096f93111ade,00000000-0000-0000-0000-000000000000,,PlaneParallel_Errors,,,,,,,UDP,Dec 18 2008  3:46PM,Dec 18 2008  3:46PM,False,INGRNET\SP3DTEST
8470d649-1a51-4832-9e3a-09ad5800186b,8470d649-1a51-4832-9e3a-09ad5800186b,00000000-0000-0000-0000-000000000000,,SpoolingBasis,,,,,,,REFDAT,,,False,
759a0673-7c92-4f1f-a9d5-09be5cd7390b,759a0673-7c92-4f1f-a9d5-09be5cd7390b,00000000-0000-0000-0000-000000000000,,OrderAxes_Errors,,,,,,,UDP,Nov  5 2013  8:18PM,Nov  5 2013  8:18PM,False,INGRNET\sp3dadminuser1
